Date,Name,Year,Letterboxd URI
2021-06-16,Autumn Sonata,1978,https://boxd.it/1Rio
2021-06-17,Sin City,2005,https://boxd.it/2aVk
2021-06-20,Harold and Maude,1971,https://boxd.it/2axM
2021-06-20,Vox Lux,2018,https://boxd.it/fcFk
2021-06-20,Samsara,2011,https://boxd.it/3ada
2021-06-21,Videodrome,1983,https://boxd.it/29uC
2021-06-21,Boyz n the Hood,1991,https://boxd.it/29Ug
2021-06-22,Thoroughbreds,2017,https://boxd.it/dVHQ
2021-06-25,Nowhere,1997,https://boxd.it/286E
2021-06-28,Wind River,2017,https://boxd.it/dR3i
2021-06-28,Hour of the Wolf,1968,https://boxd.it/1H9G
2021-06-28,Palm Springs,2020,https://boxd.it/lCXQ
2021-06-30,Stray Dog,1949,https://boxd.it/1ltu
2021-07-05,Paprika,2006,https://boxd.it/23wW
2021-07-08,Throne of Blood,1957,https://boxd.it/251w
2021-07-16,Roadrunner: A Film About Anthony Bourdain,2021,https://boxd.it/nRb2
2021-07-18,Vortex,2021,https://boxd.it/uoni
2021-07-19,Victoria,2015,https://boxd.it/amSe
2021-07-20,Jennifer's Body,2009,https://boxd.it/1Efw
2021-07-22,Pig,2021,https://boxd.it/nzoW
2021-07-22,Grizzly Man,2005,https://boxd.it/2ag2
2021-07-24,Touch of Evil,1958,https://boxd.it/28II
2021-07-26,First Man,2018,https://boxd.it/cPym
2021-07-30,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A
2021-07-31,The Last Duel,2021,https://boxd.it/mQbe
2021-07-31,Excalibur,1981,https://boxd.it/1TDI
2021-08-01,The Thin Red Line,1998,https://boxd.it/1ZTM
2021-08-03,Winter Light,1963,https://boxd.it/1nrU
2021-08-11,Scream,1996,https://boxd.it/24EC
2021-08-11,My Own Private Idaho,1991,https://boxd.it/2ak4
2021-08-13,The Vanishing,1988,https://boxd.it/1ZTW
2021-08-13,Signs,2002,https://boxd.it/26t2
2021-08-21,Thundercrack!,1975,https://boxd.it/K8a
2021-08-23,Nashville,1975,https://boxd.it/25GE
2021-08-27,Ip Man,2008,https://boxd.it/1NrQ
2021-08-30,The Eyes of Tammy Faye,2021,https://boxd.it/mbB6
2021-09-10,Hardcore,1979,https://boxd.it/XyA
2021-09-12,The Beta Test,2021,https://boxd.it/sa0g
2021-09-12,Blue Ruin,2013,https://boxd.it/5H8G
2021-09-13,Before the Devil Knows You're Dead,2007,https://boxd.it/20Jy
2021-09-14,Don't Worry Darling,2022,https://boxd.it/mViu
2021-09-15,The Parallax View,1974,https://boxd.it/1ILG
2021-09-23,The Tragedy of Macbeth,2021,https://boxd.it/lMi4
2021-09-24,Showgirls,1995,https://boxd.it/1Vmk
2021-10-08,Red Rocket,2021,https://boxd.it/sGpi
2021-10-12,"The Cook, the Thief, His Wife & Her Lover",1989,https://boxd.it/20VO
2021-10-13,Nitram,2021,https://boxd.it/u0rA
2021-10-13,The Third Man,1949,https://boxd.it/294E
2021-10-17,Julien Donkey-Boy,1999,https://boxd.it/VNI
2021-10-17,The Enigma of Kaspar Hauser,1974,https://boxd.it/1Tba
2021-10-17,Manhunter,1986,https://boxd.it/1TOw
2021-10-19,Kes,1969,https://boxd.it/1Qi8
2021-10-21,Cure,1997,https://boxd.it/1blA
2021-10-27,Dune: Part Two,2023,https://boxd.it/pUfA
2021-11-06,House of Gucci,2021,https://boxd.it/nVkC
2021-11-09,Procession,2021,https://boxd.it/wMAu
2021-11-09,Personal Shopper,2016,https://boxd.it/bkGM
2021-11-20,Midnight Cowboy,1969,https://boxd.it/25Hi
2021-11-21,"tick, tick...BOOM!",2021,https://boxd.it/jz2e
2021-12-02,The Humans,2021,https://boxd.it/lEQM
2021-12-03,The Shop Around the Corner,1940,https://boxd.it/1DFy
2021-12-15,One Cut of the Dead,2017,https://boxd.it/iAFu
2022-01-04,A Man Named Scott,2021,https://boxd.it/xBYM
2022-01-05,Dark City,1998,https://boxd.it/26uk
2022-01-05,The Long Goodbye,1973,https://boxd.it/281O
2022-01-08,The Summit of the Gods,2021,https://boxd.it/qFIu
2022-01-09,Mass,2021,https://boxd.it/eYAA
2022-01-10,Black Narcissus,1947,https://boxd.it/1Kce
2022-01-13,The Conversation,1974,https://boxd.it/2a38
2022-01-17,Where Is My Friend's House?,1987,https://boxd.it/ELg
2022-01-19,Walker,1987,https://boxd.it/1pzc
2022-01-24,A Hero,2021,https://boxd.it/p2zw
2022-01-25,Cha Cha Real Smooth,2022,https://boxd.it/uF8E
2022-01-28,Nope,2022,https://boxd.it/sDCe
2022-01-30,Pretend That You Love Me,2020,https://boxd.it/qJ9S
2022-01-31,The Fallout,2021,https://boxd.it/tViI
2022-02-07,Evita,1996,https://boxd.it/1ZOC
2022-02-08,Val,2021,https://boxd.it/vs5a
2022-02-09,Men,2022,https://boxd.it/tlc0
2022-02-10,Force Majeure,2014,https://boxd.it/7UcA
2022-02-11,After Yang,2021,https://boxd.it/lx5a
2022-02-25,The Celebration,1998,https://boxd.it/2aCM
2022-03-08,The Long Day Closes,1992,https://boxd.it/EMy
2022-03-12,The Apartment,1960,https://boxd.it/2aGE
2022-03-12,Let the Right One In,2008,https://boxd.it/1Qr0
2022-03-13,Metropolitan,1990,https://boxd.it/1Mku
2022-03-13,"Sherlock, Jr.",1924,https://boxd.it/298m
2022-03-17,Mary and Max,2009,https://boxd.it/1y2m
2022-03-29,Dear Zachary: A Letter to a Son About His Father,2008,https://boxd.it/1LW8
2022-03-31,Babylon,2022,https://boxd.it/mM02
2022-04-02,Mishima: A Life in Four Chapters,1985,https://boxd.it/1sBA
2022-04-04,Benedetta,2021,https://boxd.it/gdNQ
2022-04-05,Killers of the Flower Moon,2023,https://boxd.it/gHp0
2022-04-07,Blonde,2022,https://boxd.it/9AG0
2022-04-10,The Straight Story,1999,https://boxd.it/2ass
2022-04-11,World on a Wire,1973,https://boxd.it/B9me
2022-04-11,Last and First Men,2020,https://boxd.it/kKi0
2022-04-12,The Dawn Wall,2017,https://boxd.it/hCP0
2022-04-12,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/24GI
2022-04-12,Decision to Leave,2022,https://boxd.it/qp9e
2022-04-13,Apollo 10½:  A Space Age Childhood,2022,https://boxd.it/oKiM
2022-04-14,Ichi the Killer,2001,https://boxd.it/1Y1O
2022-04-15,Carrie,1976,https://boxd.it/20ZQ
2022-04-20,Smiley Face,2007,https://boxd.it/1QG0
2022-04-20,Us,2019,https://boxd.it/gnV6
2022-04-21,10 Things I Hate About You,1999,https://boxd.it/23AO
2022-04-24,Harakiri,1962,https://boxd.it/1NTU
2022-04-24,In the Mood for Love,2000,https://boxd.it/29tE
2022-04-30,The Umbrellas of Cherbourg,1964,https://boxd.it/22fK
2022-05-01,Millennium Actress,2001,https://boxd.it/1fK0
2022-05-01,We're All Going to the World's Fair,2021,https://boxd.it/tbmY
2022-05-05,Angel's Egg,1985,https://boxd.it/1LeA
2022-05-05,Picnic at Hanging Rock,1975,https://boxd.it/1UQe
2022-05-06,Nosferatu,,https://boxd.it/f5eG
2022-05-10,The Diving Bell and the Butterfly,2007,https://boxd.it/27Di
2022-05-10,Only the Brave,2017,https://boxd.it/dRqw
2022-05-12,A Simple Plan,1998,https://boxd.it/1WMo
2022-05-13,The Skin I Live In,2011,https://boxd.it/99A
2022-05-15,"Oslo, August 31st",2011,https://boxd.it/2xQC
2022-05-16,Antichrist,2009,https://boxd.it/1Inu
2022-05-17,"4 Months, 3 Weeks and 2 Days",2007,https://boxd.it/27DW
2022-05-17,Great Freedom,2021,https://boxd.it/vwpe
2022-05-17,Son of the White Mare,1981,https://boxd.it/10f2
2022-05-17,Water Lilies,2007,https://boxd.it/1VjK
2022-05-18,Casablanca,1942,https://boxd.it/2aG0
2022-05-18,The Maltese Falcon,1941,https://boxd.it/29c4
2022-05-18,The Beguiled,2017,https://boxd.it/dZ1k
2022-05-19,Woman in the Dunes,1964,https://boxd.it/1JNS
2022-05-19,"Paris, Texas",1984,https://boxd.it/29Ts
2022-05-20,The Man Who Sleeps,1974,https://boxd.it/3xwE
2022-05-20,Blow-Up,1966,https://boxd.it/2966
2022-05-20,The Seventh Continent,1989,https://boxd.it/1gB4
2022-05-20,The Double Life of Véronique,1991,https://boxd.it/28va
2022-05-21,Three Thousand Years of Longing,2022,https://boxd.it/kmoy
2022-05-22,Shutter Island,2010,https://boxd.it/1U82
2022-05-22,Mystic River,2003,https://boxd.it/2aAG
2022-05-22,Mary Jane's Not a Virgin Anymore,1996,https://boxd.it/7awa
2022-05-22,The Wind Will Carry Us,1999,https://boxd.it/Uwc
2022-05-23,Total Recall,1990,https://boxd.it/29qK
2022-05-23,Starship Troopers,1997,https://boxd.it/2a7k
2022-05-23,A Separation,2011,https://boxd.it/gvo
2022-05-24,Certified Copy,2010,https://boxd.it/IMW
2022-05-24,Down by Law,1986,https://boxd.it/28CA
2022-05-25,A Few Good Men,1992,https://boxd.it/29nw
2022-05-25,Naked Lunch,1991,https://boxd.it/26ow
2022-05-26,All About Lily Chou-Chou,2001,https://boxd.it/1JP0
2022-05-27,Blue Collar,1978,https://boxd.it/1Nhm
2022-05-27,True Romance,1993,https://boxd.it/2aBa
2022-05-28,Holy Motors,2012,https://boxd.it/3wai
2022-05-29,Triangle of Sadness,2022,https://boxd.it/hXlq
2022-05-29,Funeral Parade of Roses,1969,https://boxd.it/28Cg
2022-05-29,Collateral,2004,https://boxd.it/28F0
2022-05-29,Persona,1966,https://boxd.it/29B4
