Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-06-20,The Thing,1982,https://boxd.it/2WHO13,4,,,2022-06-19
2022-06-22,Turning Red,2022,https://boxd.it/2X66wB,3,,,2022-06-21
2022-06-25,Sweet Smell of Success,1957,https://boxd.it/2XEA4v,3.5,,,2022-06-24
2022-06-27,The Grand Budapest Hotel,2014,https://boxd.it/2XSHVz,5,Yes,,2022-06-25
2022-06-27,Memento,2000,https://boxd.it/2Y4dEn,4.5,Yes,,2022-06-26
2022-07-01,M,1931,https://boxd.it/2YKosV,4,,,2022-06-30
2022-07-01,Hearts of Darkness: A Filmmaker's Apocalypse,1991,https://boxd.it/2YMLlR,4,,,2022-06-30
2022-07-02,Inside Llewyn Davis,2013,https://boxd.it/2YWdFj,4,,,2022-07-01
2022-07-03,Tangerine,2015,https://boxd.it/2Z8jon,3.5,,,2022-07-02
2022-07-04,Julia,2021,https://boxd.it/2Zl3Lr,3.5,,,2022-07-03
2022-07-05,Being John Malkovich,1999,https://boxd.it/2Zvyhn,3.5,,,2022-07-04
2022-07-06,Adaptation.,2002,https://boxd.it/2ZIOZh,4,,,2022-07-05
2022-07-07,Fantastic Mr. Fox,2009,https://boxd.it/2ZTk3J,4,Yes,,2022-07-06
2022-07-09,Mamma Mia! Here We Go Again,2018,https://boxd.it/30hc6N,2,,,2022-07-08
