Date,Name,Year,Letterboxd URI
2021-12-27,Uncut Gems,2019,https://boxd.it/gXGc
2021-12-28,The Power of the Dog,2021,https://boxd.it/m99E
2021-12-31,Hustlers,2019,https://boxd.it/jIBM
2021-12-31,Dazed and Confused,1993,https://boxd.it/1Ylk
2022-01-04,The Matrix Resurrections,2021,https://boxd.it/n87k
2022-01-07,Licorice Pizza,2021,https://boxd.it/qTKY
2022-01-12,The Raid,2011,https://boxd.it/3hBy
2022-01-12,The Act of Killing,2012,https://boxd.it/44Cg
2022-01-13,The Godfather,1972,https://boxd.it/2aNK
2022-01-14,Gone Girl,2014,https://boxd.it/6hQu
2022-01-16,Taste of Cherry,1997,https://boxd.it/1m8W
2022-01-22,Mother,2009,https://boxd.it/1m9g
2022-02-04,Moon,2009,https://boxd.it/1IGQ
2022-02-11,Don't Look Up,2021,https://boxd.it/o0Hc
2022-02-18,CODA,2021,https://boxd.it/tbf4
2022-02-23,Boys State,2020,https://boxd.it/oiNW
2022-02-25,Memories of Murder,2003,https://boxd.it/1TSo
2022-03-01,North by Northwest,1959,https://boxd.it/2aRM
2022-03-02,The Worst Person in the World,2021,https://boxd.it/oyws
2022-03-05,Drive My Car,2021,https://boxd.it/sv94
2022-03-06,The Batman,2022,https://boxd.it/eDGs
2022-03-07,Nightmare Alley,2021,https://boxd.it/m0HC
2022-03-09,The King of Comedy,1982,https://boxd.it/2aJS
2022-03-11,King Richard,2021,https://boxd.it/mJZ2
2022-03-14,Fantastic Planet,1973,https://boxd.it/1KnQ
2022-03-17,Y Tu Mamá También,2001,https://boxd.it/28QM
2022-03-17,Belfast,2021,https://boxd.it/tefG
2022-03-30,The Virgin Suicides,1999,https://boxd.it/28JG
2022-03-30,The Handmaiden,2016,https://boxd.it/948A
2022-04-01,Mad Max: Fury Road,2015,https://boxd.it/2DjO
2022-04-02,First Reformed,2017,https://boxd.it/go9C
2022-04-03,My Neighbor Totoro,1988,https://boxd.it/20eA
2022-04-04,Lucky Number Slevin,2006,https://boxd.it/2aVu
2022-04-10,Everything Everywhere All at Once,2022,https://boxd.it/jUk4
2022-04-12,Akira,1988,https://boxd.it/2b1i
2022-04-15,Blow Out,1981,https://boxd.it/1TlE
2022-04-17,Donnie Darko,2001,https://boxd.it/2b2A
2022-04-18,Captain Fantastic,2016,https://boxd.it/b2K2
2022-04-23,The Player,1992,https://boxd.it/1WlM
2022-04-30,mother!,2017,https://boxd.it/dgRU
2022-05-03,Austin Powers: The Spy Who Shagged Me,1999,https://boxd.it/29xQ
2022-05-03,Austin Powers: International Man of Mystery,1997,https://boxd.it/29y0
2022-05-06,Investigation of a Citizen Above Suspicion,1970,https://boxd.it/1tRY
2022-05-06,The Northman,2022,https://boxd.it/nK2s
2022-05-14,Petite Maman,2021,https://boxd.it/s6je
2022-05-16,Ponyo,2008,https://boxd.it/1S0A
2022-05-16,Eyes Without a Face,1960,https://boxd.it/1j9i
2022-05-19,Apocalypse Now,1979,https://boxd.it/6ZS
2022-05-20,The White Ribbon,2009,https://boxd.it/17eU
2022-05-22,All About Eve,1950,https://boxd.it/29LI
2022-05-23,The Salesman,2016,https://boxd.it/d2we
2022-05-24,Breathless,1960,https://boxd.it/2aIK
2022-05-26,Life Itself,2014,https://boxd.it/7lqC
2022-05-31,The Red Shoes,1948,https://boxd.it/1EXI
2022-06-01,Lost in Translation,2003,https://boxd.it/2b0E
2022-06-02,L.A. Confidential,1997,https://boxd.it/27oC
2022-06-05,The Devil Wears Prada,2006,https://boxd.it/2awE
2022-06-06,The Life Aquatic with Steve Zissou,2004,https://boxd.it/2aqw
2022-06-07,She's Gotta Have It,1986,https://boxd.it/1quC
2022-06-13,Fallen Angels,1995,https://boxd.it/1UkW
2022-06-14,Burn After Reading,2008,https://boxd.it/23BW
2022-06-15,Days of Heaven,1978,https://boxd.it/1JRg
2022-06-19,28 Days Later,2002,https://boxd.it/2aXU
2022-06-19,Coherence,2013,https://boxd.it/6xza
2022-06-22,Turning Red,2022,https://boxd.it/ipkq
2022-06-25,Sweet Smell of Success,1957,https://boxd.it/29aW
2022-07-01,M,1931,https://boxd.it/29vq
2022-07-01,Hearts of Darkness: A Filmmaker's Apocalypse,1991,https://boxd.it/24ai
2022-07-02,Inside Llewyn Davis,2013,https://boxd.it/34Ro
2022-07-03,Tangerine,2015,https://boxd.it/9QRe
2022-07-04,Julia,2021,https://boxd.it/uzNQ
2022-07-05,Being John Malkovich,1999,https://boxd.it/2ahu
2022-07-06,Adaptation.,2002,https://boxd.it/26mA
2022-07-09,Mamma Mia! Here We Go Again,2018,https://boxd.it/gnfO
