Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-07-29,Hell or High Water,2016,https://boxd.it/1h3A2T,4,,,2020-07-29
2022-02-23,Boys State,2020,https://boxd.it/2BEwVd,3,,,2022-02-22
